Name,Document,Link,Record1,Record2,Record4,Valid_Until,modified,Created,Modified,_id
Honda,test_doc.docx,"[https://bbc.com, https://svt.se]",0.100492,0.0001,Honda Record3 updated!,1989,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5c9
Subaru,test_pptx.pptx,,0.564301,683,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ca
Honda,test_doc.docx,,0.099339,0.0001,Honda Record3 updated!,2040,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5cb
Toyota,test_pptx.pptx,,0.741647,166,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5cc
Mazda,"[test_pptx.pptx, test_xlsx.xlsx]",,0.712168,407,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5cd
Daihatsu,"[test_pptx.pptx, test_xlsx.xlsx]",https://bbc.com,0.769611,,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ce
Subaru,test_xlsx.xlsx,,0.60253,314,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5cf
Nissan,None,,0.352952,143,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d0
Toyota,test_pptx.pptx,,0.978094,237,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d1
Suzuki,ivl_logo.svg,,0.31884,665,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d2
Mazda,test_txt2.txt,"[https://bbc.com, https://svt.se]",0.386557,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d3
Mitsubishi,"[test_pptx.pptx, test_xlsx.xlsx]",,0.480603,637,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d4
Suzuki,"[test_txt.txt, test_txt2.txt]","[https://bbc.com, https://svt.se]",0.549691,,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d5
Subaru,test_xlsx.xlsx,,0.205821,896,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d6
Subaru,None,"[https://bbc.com, https://svt.se]",0.391395,,,1989,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d7
Subaru,test_xlsx.xlsx,,0.437354,940,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d8
Mazda,test_txt2.txt,https://bbc.com,0.907394,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5d9
Honda,test_doc.docx,,0.928391,0.0001,Honda Record3 updated!,1998,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5da
Toyota,test_pptx.pptx,https://bbc.com,0.192799,,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5db
Mazda,test_txt2.txt,,0.100236,818,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5dc
Suzuki,"[test_pptx.pptx, test_xlsx.xlsx]",https://ivl.se,0.142339,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5dd
Nissan,test_txt2.txt,https://ivl.se,0.864169,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5de
Suzuki,None,https://www.svt.se,0.002805,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5df
Subaru,test_pptx.pptx,,0.393563,107,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e0
Daihatsu,test_pptx.pptx,https://ivl.se,0.650905,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e1
Toyota,"[test_txt.txt, test_txt2.txt]","[https://bbc.com, https://svt.se]",0.558298,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e2
Mitsubishi,test_xlsx.xlsx,,0.751966,663,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e3
Nissan,"[test_pptx.pptx, test_xlsx.xlsx]",,0.190388,123,,1989,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e4
Daihatsu,test_xlsx.xlsx,https://ivl.se,0.028173,,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e5
Daihatsu,"[test_txt.txt, test_txt2.txt]","[https://bbc.com, https://svt.se]",0.808049,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e6
Mitsubishi,None,https://bbc.com,0.450647,,,2010,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e7
Subaru,"[test_pptx.pptx, test_xlsx.xlsx]",,0.11249,899,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e8
Daihatsu,None,https://bbc.com,0.254125,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5e9
Honda,test_txt.txt,,0.377273,0.0001,Honda Record3 updated!,1992,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ea
Daihatsu,None,,0.255961,642,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5eb
Honda,ivl_logo.svg,https://www.svt.se,0.67979,0.0001,Honda Record3 updated!,2010,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ec
Suzuki,"[test_txt.txt, test_txt2.txt]",,0.848684,245,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ed
Mazda,"[test_txt.txt, test_txt2.txt]","[https://bbc.com, https://svt.se]",0.856153,,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ee
Honda,test_xlsx.xlsx,,0.169289,0.0001,Honda Record3 updated!,2007,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ef
Mitsubishi,test_txt2.txt,,0.358547,721,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f0
Suzuki,test_pdf.pdf,https://ivl.se,0.359617,,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f1
Mazda,test_txt2.txt,https://ivl.se,0.789094,,,1989,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f2
Subaru,test_pptx.pptx,,0.859869,845,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f3
Mazda,test_pdf.pdf,,0.572904,884,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f4
Daihatsu,test_xlsx.xlsx,https://bbc.com,0.562854,,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f5
Mazda,test_txt.txt,https://bbc.com,0.282619,,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f6
Suzuki,test_pdf.pdf,,0.552124,813,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f7
Mitsubishi,test_txt.txt,,0.648949,151,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f8
Mazda,None,,0.096227,765,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5f9
Subaru,None,https://www.svt.se,0.026149,,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5fa
Toyota,test_pptx.pptx,"[https://bbc.com, https://svt.se]",0.219353,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5fb
Honda,test_pptx.pptx,,0.92976,0.0001,Honda Record3 updated!,2022,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5fc
Nissan,test_txt.txt,https://bbc.com,0.404792,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5fd
Subaru,"[test_pptx.pptx, test_xlsx.xlsx]",https://www.svt.se,0.586728,,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5fe
Toyota,test_doc.docx,https://www.svt.se,0.935603,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc5ff
Daihatsu,"[test_pptx.pptx, test_xlsx.xlsx]",https://www.svt.se,0.917536,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc600
Subaru,test_xlsx.xlsx,"[https://bbc.com, https://svt.se]",0.043892,,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc601
Honda,None,,0.783612,0.0001,Honda Record3 updated!,2031,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc602
Mitsubishi,test_doc.docx,https://ivl.se,0.854622,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc603
Nissan,"[test_txt.txt, test_txt2.txt]",https://www.svt.se,0.636501,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc604
Suzuki,"[test_pptx.pptx, test_xlsx.xlsx]",,0.208491,836,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc605
Daihatsu,ivl_logo.svg,,0.988587,102,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc606
Mitsubishi,test_doc.docx,,0.665508,900,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc607
Daihatsu,test_pdf.pdf,https://ivl.se,0.636599,,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc608
Suzuki,None,https://www.svt.se,0.186811,,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc609
Toyota,test_txt2.txt,https://www.svt.se,0.98147,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60a
Suzuki,ivl_logo.svg,https://www.svt.se,0.089934,,,2010,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60b
Daihatsu,ivl_logo.svg,"[https://bbc.com, https://svt.se]",0.367907,,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60c
Subaru,test_pptx.pptx,,0.672045,329,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60d
Toyota,test_doc.docx,,0.551755,683,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60e
Suzuki,test_xlsx.xlsx,,0.998257,44,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc60f
Toyota,test_txt.txt,https://bbc.com,0.098379,,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc610
Subaru,"[test_txt.txt, test_txt2.txt]",,0.293402,743,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc611
Mazda,None,https://www.svt.se,0.657811,,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc612
Suzuki,test_txt.txt,,0.960381,539,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc613
Suzuki,None,https://www.svt.se,0.61073,,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc614
Nissan,test_pptx.pptx,"[https://bbc.com, https://svt.se]",0.777297,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc615
Mazda,test_pdf.pdf,,0.311014,884,,2022,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc616
Toyota,test_doc.docx,,0.993609,59,,2010,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc617
Daihatsu,test_pdf.pdf,,0.31704,415,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc618
Honda,None,,0.881186,0.0001,Honda Record3 updated!,2013,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc619
Suzuki,test_txt.txt,https://bbc.com,0.30781,,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61a
Toyota,test_pptx.pptx,,0.645702,440,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61b
Subaru,test_xlsx.xlsx,,0.8611,441,,2019,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61c
Subaru,test_doc.docx,https://www.svt.se,0.8216,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61d
Honda,test_doc.docx,https://ivl.se,0.200195,0.0001,Honda Record3 updated!,2019,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61e
Subaru,None,,0.687272,282,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc61f
Honda,test_txt.txt,,0.902608,0.0001,Honda Record3 updated!,2043,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc620
Nissan,"[test_pptx.pptx, test_xlsx.xlsx]",https://ivl.se,0.204746,,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc621
Nissan,test_xlsx.xlsx,https://ivl.se,0.868389,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc622
Mitsubishi,test_pdf.pdf,https://ivl.se,0.293905,,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc623
Mazda,test_pdf.pdf,,0.348358,40,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc624
Subaru,test_pptx.pptx,,0.23515,320,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc625
Daihatsu,test_pdf.pdf,,0.31458,617,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc626
Suzuki,"[test_pptx.pptx, test_xlsx.xlsx]",,0.093594,180,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc627
Subaru,test_txt2.txt,"[https://bbc.com, https://svt.se]",0.007163,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc628
Toyota,test_txt2.txt,https://bbc.com,0.398165,,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc629
Toyota,"[test_txt.txt, test_txt2.txt]",,0.509192,51,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62a
Subaru,"[test_pptx.pptx, test_xlsx.xlsx]","[https://bbc.com, https://svt.se]",0.978219,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62b
Nissan,test_txt.txt,,0.28026,383,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62c
Toyota,"[test_pptx.pptx, test_xlsx.xlsx]",,0.275135,531,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62d
Daihatsu,test_pptx.pptx,"[https://bbc.com, https://svt.se]",0.176807,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62e
Toyota,None,,0.555353,667,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc62f
Mazda,test_txt.txt,https://bbc.com,0.890091,,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc630
Subaru,test_pdf.pdf,https://ivl.se,0.675073,,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc631
Daihatsu,test_pdf.pdf,,0.406993,448,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc632
Mitsubishi,test_txt.txt,,0.91854,505,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc633
Mazda,test_xlsx.xlsx,"[https://bbc.com, https://svt.se]",0.715545,,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc634
Subaru,test_pdf.pdf,,0.917465,915,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc635
Mitsubishi,test_txt2.txt,,0.112889,813,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc636
Toyota,ivl_logo.svg,https://ivl.se,0.751839,,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc637
Subaru,None,,0.604242,532,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc638
Subaru,"[test_txt.txt, test_txt2.txt]",https://ivl.se,0.619645,,,2016,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc639
Suzuki,test_doc.docx,,0.045697,953,,2010,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63a
Subaru,"[test_txt.txt, test_txt2.txt]",https://bbc.com,0.732622,,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63b
Daihatsu,"[test_pptx.pptx, test_xlsx.xlsx]",,0.563323,339,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63c
Daihatsu,"[test_pptx.pptx, test_xlsx.xlsx]",https://bbc.com,0.630528,,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63d
Nissan,"[test_pptx.pptx, test_xlsx.xlsx]",,0.75664,11,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63e
Daihatsu,test_xlsx.xlsx,,0.151948,52,,2025,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc63f
Nissan,test_pptx.pptx,https://bbc.com,0.3825,,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc640
Daihatsu,test_pptx.pptx,https://www.svt.se,0.46093,,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc641
Toyota,ivl_logo.svg,,0.448233,682,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc642
Mitsubishi,test_pdf.pdf,https://bbc.com,0.458691,,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc643
Daihatsu,"[test_txt.txt, test_txt2.txt]",,0.054969,659,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc644
Suzuki,test_xlsx.xlsx,,0.114002,742,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc645
Subaru,test_txt2.txt,,0.98876,929,,1992,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc646
Daihatsu,"[test_txt.txt, test_txt2.txt]",,0.306379,431,,2040,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc647
Mazda,test_txt.txt,https://bbc.com,0.217856,,,2019,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc648
Daihatsu,ivl_logo.svg,https://bbc.com,0.0351,,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc649
Suzuki,test_txt2.txt,https://www.svt.se,0.566239,,,2028,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64a
Nissan,"[test_txt.txt, test_txt2.txt]",,0.202848,251,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64b
Toyota,"[test_pptx.pptx, test_xlsx.xlsx]",https://www.svt.se,0.25128,,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64c
Mitsubishi,"[test_pptx.pptx, test_xlsx.xlsx]",https://ivl.se,0.416626,,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64d
Daihatsu,"[test_pptx.pptx, test_xlsx.xlsx]",,0.339296,767,,2007,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64e
Honda,test_xlsx.xlsx,https://www.svt.se,0.57199,0.0001,Honda Record3 updated!,2022,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc64f
Honda,test_txt2.txt,https://www.svt.se,0.320522,0.0001,Honda Record3 updated!,2031,2023-07-19 12:06,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc650
Mazda,ivl_logo.svg,https://bbc.com,0.70972,,,2001,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc651
Mitsubishi,test_txt2.txt,,0.863398,736,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc652
Mazda,"[test_pptx.pptx, test_xlsx.xlsx]",,0.145154,830,,2034,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc653
Toyota,test_doc.docx,https://www.svt.se,0.08248,,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc654
Daihatsu,test_doc.docx,,0.102902,488,,2037,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc655
Suzuki,test_xlsx.xlsx,,0.422045,346,,2043,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc656
Daihatsu,ivl_logo.svg,,0.93023,683,,2019,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc657
Suzuki,test_txt.txt,"[https://bbc.com, https://svt.se]",0.51021,,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc658
Daihatsu,None,,0.737512,220,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc659
Mazda,ivl_logo.svg,,0.077987,205,,2022,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65a
Subaru,test_xlsx.xlsx,,0.771942,905,,2031,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65b
Mitsubishi,test_xlsx.xlsx,https://bbc.com,0.301595,,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65c
Daihatsu,None,,0.791488,686,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65d
Daihatsu,test_pptx.pptx,https://ivl.se,0.888233,,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65e
Mazda,test_pptx.pptx,https://bbc.com,0.538997,,,1995,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc65f
Suzuki,test_txt2.txt,,0.182944,397,,1998,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc660
Suzuki,test_xlsx.xlsx,,0.604177,324,,2013,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc661
Nissan,ivl_logo.svg,,0.627044,188,,2004,NaT,2023-07-19 12:06,NaT,64b7d1d1e0068c7150ffc662
